"direction","sex","N","mean_z","sd_z","age_slope_per10y","height_slope_per10cm","p10","p5","p10_age_range_pp","p10_height_range_pp","p5_height_range_pp","n_cdf_clipped"
"US to Korea","Female",17943,-0.880501081859601,1.00531163883324,0.192017457778639,-0.336284244626149,36.519827933554,23.3948134046761,28.0337282960515,21.9829975162889,15.1470437770485,0
"US to Korea","Male",14368,-0.472976284014869,0.948170675861638,0.152497146929198,-0.345386484488467,19.7984174963497,10.898857098595,14.3109472421597,18.72341667646,11.8729808497885,0
"Korea to US","Female",4718,0.96142649345553,1.06189900302711,-0.188921407812021,0.123548861277915,2.03020337621361,0.881939005913933,3.09707397236339,0.97414090957145,1.58133318331607,0
"Korea to US","Male",4616,0.617449219890635,1.10113798380581,-0.135555018966284,0.217795742314189,4.47905255786043,2.43425484845859,2.61108027607326,4.31863339979311,1.76416932492206,0
