"direction","sex","abs_mean_z","abs_sd_minus1","abs_age_slope_per10y","abs_height_slope_per10cm","abs_p10_minus10_pp","abs_p5_minus5_pp","p10_age_range_pp","p10_height_range_pp","p5_height_range_pp"
"US to Korea","Female",0.880501081859601,0.00531163883324326,0.192017457778639,0.336284244626149,26.519827933554,18.3948134046761,28.0337282960515,21.9829975162889,15.1470437770485
"US to Korea","Male",0.472976284014869,0.0518293241383622,0.152497146929198,0.345386484488467,9.79841749634974,5.89885709859497,14.3109472421597,18.72341667646,11.8729808497885
"Korea to US","Female",0.96142649345553,0.0618990030271085,0.188921407812021,0.123548861277915,7.96979662378639,4.11806099408607,3.09707397236339,0.97414090957145,1.58133318331607
"Korea to US","Male",0.617449219890635,0.101137983805811,0.135555018966284,0.217795742314189,5.52094744213957,2.56574515154141,2.61108027607326,4.31863339979311,1.76416932492206
