"sex","method","N","mean_z","sd_z","slope_10cm","slope_ci_low","slope_ci_high","p10","p5","p10_drift_pp","p5_drift_pp","p10_range_pp","p5_range_pp"
"Female","Frozen",2527,0.971786942575735,1.08048122551776,0.0879757638102202,-0.00820557146762033,0.184157099088061,2.44694250889295,1.11831277773707,1.35697015546761,1.69899365851491,2.28014420165727,1.69899365851491
"Female","Location",2527,0.0216384502639169,1.08048122551776,0.0879757638102202,-0.00820557146762022,0.184157099088061,10.0568939441639,5.84177838890462,2.19886370470417,2.9198450092956,4.86091554886728,2.9198450092956
"Female","Location_scale",2527,0.0207826816334027,1.03774979478311,0.084496452769177,-0.00788105328023665,0.176873958818591,9.41324522471681,5.24381881882277,2.26940209011529,3.44070400498028,3.98859689887437,3.44070400498028
"Female","Location_scale_height",2527,0.0281856239407712,1.04357836163387,-0.0702979280549754,-0.163240153881411,0.0226442977714608,9.87990392263993,5.29290299729244,-4.26717756060673,-0.0581406201368324,6.39630803403547,1.62342770906828
"Male","Frozen",2371,0.652185071351136,1.08861339109494,0.172623294769359,0.0905339702699189,0.254712619268799,4.20491141191072,2.41077116478398,2.94141552072288,1.62837052007809,2.94141552072288,2.7258527603835
"Male","Location",2371,0.0715189318859041,1.08861339109494,0.172623294769359,0.0905339702699188,0.254712619268799,10.8224282649091,5.85420797702465,10.8618434139642,4.15152185771221,10.8618434139642,4.15152185771221
"Male","Location_scale",2371,0.0642539801333771,0.978031150072705,0.155088078921025,0.0813374553244082,0.228838702517641,8.83661565967406,4.40961999086463,6.35698683836791,2.95437049633542,6.35698683836791,2.95437049633542
"Male","Location_scale_height",2371,0.0645676271471215,0.989258874005178,-0.0837008019457278,-0.158679825160906,-0.00872177873054923,8.846276791424,4.16940153237959,-2.04116153504789,0.0526148042125196,3.22311892234305,1.44149919233712
