"height10","z","ci_low","ci_high","height_cm","sex","method"
14.8416806722689,-0.223040468837361,-0.486964699539756,0.0408837618650334,148.416806722689,"Female","Conditional"
14.866218487395,-0.2274968756992,-0.478379240387996,0.023385488989596,148.66218487395,"Female","Conditional"
14.890756302521,-0.231980396510945,-0.470109874530073,0.0061490815081828,148.90756302521,"Female","Conditional"
14.9152941176471,-0.236492458322592,-0.462173952454918,-0.0108109641902652,149.152941176471,"Female","Conditional"
14.9398319327731,-0.241034488184134,-0.45458901818961,-0.0274799581786585,149.398319327731,"Female","Conditional"
14.9643697478992,-0.245607913145569,-0.44737282633552,-0.0438429999556175,149.643697478992,"Female","Conditional"
14.9889075630252,-0.250214160256889,-0.440543357261134,-0.0598849632526438,149.889075630252,"Female","Conditional"
15.0134453781513,-0.254854656568091,-0.434118828299158,-0.0755904848370244,150.134453781513,"Female","Conditional"
15.0379831932773,-0.25953082912917,-0.428117697719774,-0.0909439605385668,150.379831932773,"Female","Conditional"
15.0625210084034,-0.264244104990121,-0.422558656760029,-0.105929553220213,150.625210084034,"Female","Conditional"
15.0870588235294,-0.268995911200938,-0.417460602973847,-0.120531219428029,150.870588235294,"Female","Conditional"
15.1115966386555,-0.273787674811617,-0.412842585536984,-0.134732764086251,151.115966386555,"Female","Conditional"
15.1361344537815,-0.278620822872153,-0.408723709872897,-0.14851793587141,151.361344537815,"Female","Conditional"
15.1606722689076,-0.283496782432541,-0.405122985198173,-0.16187057966691,151.606722689076,"Female","Conditional"
15.1852100840336,-0.288416980542776,-0.402059094781768,-0.174774866303785,151.852100840336,"Female","Conditional"
15.2097478991597,-0.293382844252853,-0.399550065890662,-0.187215622615045,152.097478991597,"Female","Conditional"
15.2342857142857,-0.298395800612768,-0.397612816423494,-0.199178784802042,152.342857142857,"Female","Conditional"
15.2588235294118,-0.303457276672514,-0.396262561067665,-0.210651992277364,152.588235294118,"Female","Conditional"
15.2833613445378,-0.308568699482088,-0.395512075430096,-0.221625323534081,152.833613445378,"Female","Conditional"
15.3078991596639,-0.313731496091484,-0.395370846171492,-0.232092146011476,153.078991596639,"Female","Conditional"
15.3324369747899,-0.318947093550698,-0.395844181034883,-0.242050006066513,153.324369747899,"Female","Conditional"
15.356974789916,-0.324216918909724,-0.396932411752905,-0.251501426066543,153.56974789916,"Female","Conditional"
