"sex","method","n_development","n_validation","mean_z","sd_z","median_z","slope_per10cm","slope_ci_low","slope_ci_high","slope_p","weighted_correlation","p5_overall_pct","p10_overall_pct","p90_overall_pct","p95_overall_pct","p5_OR_per10cm","p5_OR_ci_low","p5_OR_ci_high","p5_trend_p","p10_OR_per10cm","p10_OR_ci_low","p10_OR_ci_high","p10_trend_p","p5_Q1minusQ5_pp","p10_Q1minusQ5_pp","p90_Q1minusQ5_pp","p95_Q1minusQ5_pp","sd_Q1","sd_Q5","sd_Q5_over_Q1","sd_quintile_range","p10_quintile_range_pp","p5_quintile_range_pp"
"Female","Conditional",8476,9467,-0.437371586874337,0.980519610444707,-0.428162442450906,-0.0913914848088085,-0.131738985384889,-0.0510439842327283,1.06038734832584e-05,-0.0586616552434068,10.7706249570981,18.8752481867961,3.89415053170781,1.71906584289336,1.41571539264663,1.24562449359409,1.60903232337186,1.44952421849252e-07,1.28330637568848,1.15972062248415,1.42006205801107,1.74017826678661e-06,-6.31572922219743,-8.31546585105069,-1.31816275381515,-0.0225485268603647,0.906401809817706,1.07579229990713,1.18688233877588,0.169390490089421,8.31546585105069,6.31572922219743
"Female","Conditional_heightSD",8476,9467,-0.43487742404158,0.974655729951443,-0.426232909457536,-0.0597624392211265,-0.0976867823250269,-0.0218380961172261,0.00207193111391476,-0.0385906362292374,10.7938376766375,18.4352096780587,3.82363363590857,1.69660852982044,1.06377307147008,0.943401083135268,1.19950376124663,0.312271626094211,1.08395677903741,0.982261195179289,1.19618112227949,0.108512091750569,-1.7681029911303,-3.46247188443389,0.220523098541606,0.998025045434799,0.957136089186514,0.986605489970011,1.03078914390172,0.0653924523506111,3.49675158648758,2.14535219136509
"Female","Conditional_LS",8476,9467,-0.437286774208978,0.981035272719134,-0.429676242628034,-0.06196550014298,-0.0999942320539706,-0.0239367682319893,0.00145539132938477,-0.0397530267392201,10.8619032395286,18.6072746547129,3.92633471461313,1.73684070539905,1.09160609467664,0.966295366817321,1.23316731804268,0.158483274200464,1.08756494596301,0.986139682125336,1.19942188021311,0.0926851288649519,-1.96535711599486,-3.71846164830845,0.287739838414288,0.795229914638108,0.961212026285327,0.993693396864359,1.03379209757139,0.0681940216510749,3.71846164830845,2.10278546467936
"Male","Conditional",6742,7626,-0.347052029525344,1.01791869990349,-0.327057952070676,-0.0177842710729681,-0.060789053075856,0.0252205109299198,0.416886101865656,-0.0113595896200946,9.69382802042609,16.9513942618027,5.14584083620152,2.19262088211088,1.29653396001322,1.11895269960005,1.50229791667549,0.000578642800034905,1.28181877484656,1.1467945443296,1.4327408337207,1.43389456880069e-05,-4.44316313272994,-5.8504089635847,-3.95040777083313,-2.59456126182973,0.929125072478706,1.12118686470404,1.20671252763953,0.192061792225331,5.8504089635847,4.44316313272994
"Male","Conditional_heightSD",6742,7626,-0.346985827596457,1.01143318953509,-0.328596880410759,0.0138139073430751,-0.0268634932019921,0.0544913078881424,0.504935589273553,0.0088801234556177,9.58686508799714,17.0457585491809,5.03863105605996,2.2612979382142,1.01327696690939,0.87560208972745,1.17259908777591,0.859222000267639,1.04116177777296,0.937946655856125,1.15573507376695,0.448131736371278,-0.59680211670287,-0.647136881012512,-1.38354942651333,-1.2575835742551,1.00324860069089,1.00941348480872,1.00614492172088,0.0541936161162684,3.60909948587969,0.728996836698025
"Male","Conditional_LS",6742,7626,-0.347054714987073,1.01621620070673,-0.335059674946688,0.0119456759648288,-0.0287217623953472,0.0526131143250048,0.564111239261749,0.00764300742250991,9.8492361646813,16.8697319233961,5.21433419613439,2.24860801704755,1.02661875169573,0.889471328709603,1.18491291097861,0.719040332534175,1.0574096712816,0.953243861490997,1.17295820942501,0.290763521145605,-0.419147813930376,-1.2197805794341,-1.23132685243273,-0.937926536600254,1.00111115547793,1.01159389874116,1.01047110823395,0.053067755760885,3.9733050278721,0.940368700126896
