"sex","converged","iterations","attempt","df","all_coefficients_finite","nu","tau","mu_min","mu_max","sigma_min","sigma_max","clipped","residual_skewness","residual_excess_kurtosis","warnings"
"Female",TRUE,15,1,18,TRUE,1.06935000495625,24.9134114763741,13.0687301305528,31.496684388086,0.159826733038829,0.263621438593884,0,-0.000908690919121805,-0.00339695261161932,""
"Male",TRUE,12,1,18,TRUE,1.10459560716541,14.6493460567965,23.0845887076029,50.7707318664342,0.132893964196057,0.411950765546859,0,0.00573213554919691,0.0175666907972181,""
