"sex","N","mean_z","sd_z","P10","P5","slope_10cm","slope_CI_low","slope_CI_high","OR_P10","OR_P10_CI_low","OR_P10_CI_high","OR_P5","OR_P5_CI_low","OR_P5_CI_high","P10_drift_pp","P5_drift_pp","mean_z_quintile_range","sd_z_quintile_range","P10_quintile_range","P5_quintile_range","P90_quintile_range","P95_quintile_range"
"Female",17943,-6.91026559274163e-05,0.999971240768368,9.90745471670225,5.12970778749097,0.00279531485267065,-0.0256096454676221,0.0312002751729634,0.956616634542239,0.869746371460514,1.05216349905113,0.9145194195012,0.815542662906914,1.02550829856497,0.241510107352974,0.75584506305507,0.0405102946098798,0.0207466756604562,1.51396986493786,1.0050195328593,2.30710406158195,0.991779862419305
"Male",14368,4.09899307583508e-05,0.999994883112588,10.0149808058142,5.05366368822953,0.00819849781726572,-0.0222964224977425,0.038693418132274,0.964166118289342,0.87382210658339,1.06385075023096,0.919786061864735,0.798098555371444,1.06002747894575,0.493283884049866,0.596744613388436,0.0369501402233308,0.0309738811144187,1.24904905335848,1.44932169988108,1.35837993825688,1.95279215200222
